Serial,Year,Week,Game,Pick,Opponent,h?,Spread,Elo,Weighted DVOA,Difference,Weights,Correct?,Points
2018-9-11,2018,9,11,L.A. Rams,New Orleans,,,3.4,,-3.4,7,no,0
2018-9-12,2018,9,12,New England,Green Bay,x,,-13.8,,13.8,9,yes,9
2018-9-13,2018,9,13,Dallas,Tennessee,x,,-4.2,,4.2,5,no,0
2018-11-1,2018,11,1,Seattle,Green Bay,x,-3,-4.88,,1.88,6,yes,6
2018-11-2,2018,11,2,Atlanta,Dallas,x,-3,-3.48,,0.48,9,no,0
2018-11-3,2018,11,3,Carolina,Detroit,,-4,-1.96,,-2.04,10,no,0
2018-11-4,2018,11,4,Indianapolis,Tennessee,x,-2,1.44,,-3.44,2,yes,2
2018-11-5,2018,11,5,N.Y. Giants,Tampa Bay,x,-1.5,-0.52,,-0.98,4,yes,4
2018-11-6,2018,11,6,Houston,Washington,,-3,3.36,,-6.36,1,yes,1
2018-11-7,2018,11,7,Pittsburgh,Jacksonville,,-5.5,-5.24,,-0.26,11,yes,11
2018-11-8,2018,11,8,Cincinnati,Baltimore,,-4,5.04,,-9.04,7,no,0
2018-11-9,2018,11,9,Arizona,Oakland,x,-5.5,-5.2,,-0.3,8,no,0
2018-11-10,2018,11,10,L.A. Chargers,Denver,x,-7,-9.52,,2.52,13,no,0
2018-11-11,2018,11,11,New Orleans,Philadelphia,x,-9,-7.28,,-1.72,12,yes,12
2018-11-12,2018,11,12,Minnesota,Chicago,,2.5,1.04,,1.46,5,no,0
2018-11-13,2018,11,13,L.A. Rams,Kansas City,x,-3.5,-1.08,,-2.42,3,yes,3
2018-12-1,2018,12,1,Chicago,Detroit,,-3,-0.76,,-2.24,10,yes,10
2018-12-2,2018,12,2,Dallas,Washington,x,-7,-4.16,,-2.84,13,yes,13
2018-12-3,2018,12,3,New Orleans,Atlanta,x,-12,-9.96,,-2.04,15,yes,15
2018-12-4,2018,12,4,Jacksonville,Buffalo,,-3,1.52,,-4.52,1,no,0
2018-12-5,2018,12,5,Cincinnati,Cleveland,x,-3,-7.48,,4.48,6,no,0
2018-12-6,2018,12,6,New England,N.Y. Jets,,-9.5,-8.32,,-1.18,12,yes,12
2018-12-7,2018,12,7,Philadelphia,N.Y. Giants,x,-5.5,-9.52,,4.02,2,yes,2
2018-12-8,2018,12,8,Tampa Bay,San Francisco,x,-3.5,-3.68,,0.18,3,yes,3
2018-12-9,2018,12,9,Carolina,Seattle,x,-3.5,-3.52,,0.02,5,no,0
2018-12-10,2018,12,10,Baltimore,Oakland,x,-10,-11.12,,1.12,9,yes,9
2018-12-11,2018,12,11,L.A. Chargers,Arizona,x,-12,-11.72,,-0.28,14,yes,14
2018-12-12,2018,12,12,Pittsburgh,Denver,,-3,-5.84,,2.84,7,no,0
2018-12-13,2018,12,13,Indianapolis,Miami,x,-7.5,-5.32,,-2.18,11,yes,11
2018-12-14,2018,12,14,Minnesota,Green Bay,x,-3.5,-6.16,,2.66,8,yes,8
2018-12-15,2018,12,15,Tennessee,Houston,,6,2.28,,3.72,4,no,0
2018-13-1,2018,13,1,New Orleans,Dallas,,-7.5,-3.96,,-3.54,13,no,0
2018-13-2,2018,13,2,Atlanta,Baltimore,x,-1,-0.96,,-0.04,1,no,0
2018-13-3,2018,13,3,Denver,Cincinnati,,-5,0.44,,-5.44,8,yes,8
2018-13-4,2018,13,4,L.A. Rams,Detroit,,-10,-5.28,,-4.72,15,yes,15
2018-13-5,2018,13,5,Green Bay,Arizona,x,-14,-6.84,,-7.16,11,no,0
2018-13-6,2018,13,6,Buffalo,Miami,,4.5,2.08,,2.42,4,no,0
2018-13-7,2018,13,7,Chicago,N.Y. Giants,,-4.5,-5.44,,0.94,10,no,0
2018-13-8,2018,13,8,Carolina,Tampa Bay,,-3.5,-2.44,,-1.06,12,no,0
2018-13-9,2018,13,9,Indianapolis,Jacksonville,,-4,-0.16,,-3.84,9,no,0
2018-13-10,2018,13,10,Cleveland,Houston,,6,8.24,,-2.24,6,no,0
2018-13-11,2018,13,11,Tennessee,N.Y. Jets,x,-7.5,-8.68,,1.18,2,yes,2
2018-13-12,2018,13,12,Kansas City,Oakland,,-15,-10.92,,-4.08,16,yes,16
2018-13-13,2018,13,13,Minnesota,New England,,5,5.04,,-0.04,7,no,0
2018-13-14,2018,13,14,Seattle,San Francisco,x,-10,-10.92,,0.92,14,yes,14
2018-13-15,2018,13,15,Pittsburgh,L.A. Chargers,x,-3.5,-3.48,,-0.02,3,no,0
2018-13-16,2018,13,16,Washington,Philadelphia,,6.5,5.64,,0.86,5,no,0
2018-14-1,2018,14,1,Jacksonville,Tennessee,,,,,0,2,no,0
2018-14-2,2018,14,2,Buffalo,N.Y. Jets,x,,,,0,1,no,0
2018-14-3,2018,14,3,Carolina,Cleveland,,,,,0,5,no,0
2018-14-4,2018,14,4,Green Bay,Atlanta,x,,,,0,6,yes,6
2018-14-5,2018,14,5,Kansas City,Baltimore,x,,,,0,13,yes,13
2018-14-6,2018,14,6,New England,Miami,,,,,0,10,no,0
2018-14-7,2018,14,7,New Orleans,Tampa Bay,,,,,0,11,yes,11
2018-14-8,2018,14,8,N.Y. Giants,Washington,,,,,0,4,yes,4
2018-14-9,2018,14,9,Indianapolis,Houston,,,,,0,3,yes,3
2018-14-10,2018,14,10,L.A. Chargers,Cincinnati,x,,,,0,15,yes,15
2018-14-11,2018,14,11,Denver,San Francisco,,,,,0,12,no,0
2018-14-12,2018,14,12,Dallas,Philadelphia,x,,,,0,8,yes,8
2018-14-13,2018,14,13,Pittsburgh,Oakland,,,,,0,14,no,0
2018-14-14,2018,14,14,Arizona,Detroit,x,,,,0,7,no,0
2018-14-15,2018,14,15,L.A. Rams,Chicago,,,,,0,9,no,0
2018-14-16,2018,14,16,Minnesota,Seattle,,,,,0,16,no,0
2018-15-1,2018,15,1,Kansas City,L.A. Chargers,x,-3.5,-4.6,3.00%,1.1,2,no,0
2018-15-2,2018,15,2,Houston,N.Y. Jets,,-6,-4,25.10%,-2,12,yes,12
2018-15-3,2018,15,3,Denver,Cleveland,x,-3,-5.6,24.20%,2.6,11,no,0
2018-15-4,2018,15,4,Atlanta,Arizona,x,-8.5,-7.1,29.70%,-1.4,8,yes,8
2018-15-5,2018,15,5,Detroit,Buffalo,,2.5,-0.4,6.30%,2.9,3,no,0
2018-15-6,2018,15,6,Chicago,Green Bay,x,-6,-7.3,8.90%,1.3,5,yes,5
2018-15-7,2018,15,7,Cincinnati,Oakland,x,-3,-4.5,7.90%,1.5,4,yes,4
2018-15-8,2018,15,8,Indianapolis,Dallas,x,-3,0.9,15.20%,-3.9,10,yes,10
2018-15-9,2018,15,9,Minnesota,Miami,x,-7,-6.6,12.90%,-0.4,7,yes,7
2018-15-10,2018,15,10,N.Y. Giants,Tennessee,x,-2.5,0.4,13.60%,-2.9,9,no,0
2018-15-11,2018,15,11,Jacksonville,Washington,x,-7,-2.9,9.70%,-4.1,6,no,0
2018-15-12,2018,15,12,Baltimore,Tampa Bay,x,-7.5,-8,31.30%,0.5,15,yes,15
2018-15-13,2018,15,13,Seattle,San Francisco,,-4.5,-6.3,37.60%,1.8,14,no,0
2018-15-14,2018,15,14,New England,Pittsburgh,,-2,0.2,-0.80%,-2.2,1,no,0
2018-15-15,2018,15,15,L.A. Rams,Philadelphia,x,-11,-5.8,30.40%,-5.2,16,no,0
2018-15-16,2018,15,16,New Orleans,Carolina,,-6,-5.7,24.70%,-0.3,13,yes,13
2018-16-1,2018,16,1,Tennessee,Washington,x,-11,-6.96,22.40%,-4.04,11,yes,11
2018-16-2,2018,16,2,L.A. Chargers,Baltimore,x,-4,-4.72,13.10%,0.72,1,no,0
2018-16-3,2018,16,3,Cleveland,Cincinnati,x,-9.5,-2.84,13.10%,-6.66,10,yes,10
2018-16-4,2018,16,4,Dallas,Tampa Bay,x,-7,-7.52,12.00%,0.52,9,yes,9
2018-16-5,2018,16,5,Minnesota,Detroit,,-6,-1.32,24.20%,-4.68,12,yes,12
2018-16-6,2018,16,6,Indianapolis,N.Y. Giants,x,-9.5,-7.32,11.30%,-2.18,8,yes,8
2018-16-7,2018,16,7,Jacksonville,Miami,,3.5,3,12.50%,0.5,2,yes,2
2018-16-8,2018,16,8,New England,Buffalo,x,-13,-11.6,30.60%,-1.4,16,yes,16
2018-16-9,2018,16,9,Green Bay,N.Y. Jets,,-3,-1.92,27.30%,-1.08,13,yes,13
2018-16-10,2018,16,10,Houston,Philadelphia,,2.5,4.76,5.60%,-2.26,4,no,0
2018-16-11,2018,16,11,Carolina,Atlanta,x,3,-3.28,2.20%,6.28,3,no,0
2018-16-12,2018,16,12,L.A. Rams,Arizona,,-14,-8.4,60.80%,-5.6,15,yes,15
2018-16-13,2018,16,13,Chicago,San Francisco,,-4.5,-5.32,39.10%,0.82,14,yes,14
2018-16-14,2018,16,14,New Orleans,Pittsburgh,x,-6.5,-7.24,17.20%,0.74,7,yes,7
2018-16-15,2018,16,15,Kansas City,Seattle,,-1.5,-1.08,24.40%,-0.42,5,no,0
2018-16-16,2018,16,16,Denver,Oakland,,-3,-3.16,37.40%,0.16,6,no,0
2018-17-1,2018,17,1,Buffalo,Miami,x,-5,-2.5,8.10%,-2.5,4,yes,4
2018-17-1,2018,17,1,Green Bay,Detroit,x,-8,-4.2,18.40%,-3.8,7,no,0
2018-17-1,2018,17,1,New England,N.Y. Jets,x,-13,-14.7,26.80%,1.7,13,yes,13
2018-17-1,2018,17,1,New Orleans,Carolina,x,-7,-13.2,37.40%,6.2,8,yes,8
2018-17-1,2018,17,1,N.Y. Giants,Dallas,x,-6,3.4,10.70%,-9.4,5,no,0
2018-17-1,2018,17,1,Atlanta,Tampa Bay,,-2,-1.1,13.80%,-0.9,3,no,0
2018-17-1,2018,17,1,Houston,Jacksonville,x,-7,-6.2,12.90%,-0.8,9,yes,9
2018-17-1,2018,17,1,L.A. Chargers,Denver,,-6.5,-4,19.60%,-2.5,11,yes,11
2018-17-1,2018,17,1,Kansas City,Oakland,x,-14,-14,49.00%,0,16,yes,16
2018-17-1,2018,17,1,L.A. Rams,San Francisco,x,-10,-12.1,33.70%,2.1,15,yes,15
2018-17-1,2018,17,1,Minnesota,Chicago,x,-5.5,-1.7,-2.00%,-3.8,1,no,0
2018-17-1,2018,17,1,Pittsburgh,Cincinnati,x,-14,-10.9,32.40%,-3.1,14,yes,14
2018-17-1,2018,17,1,Seattle,Arizona,x,-13,-13.7,57.00%,0.7,12,yes,12
2018-17-1,2018,17,1,Philadelphia,Washington,,-7,-4.3,19.60%,-2.7,10,yes,10
2018-17-1,2018,17,1,Baltimore,Cleveland,x,-6.5,-10.2,12.30%,3.7,6,yes,6
2018-17-1,2018,17,1,Indianapolis,Tennessee,,-3,3.5,14.50%,-6.5,2,yes,2
2019-1-1,2019,1,1,Chicago,Green Bay,x,-3,-4.36,,1.36,6,no,0
2019-1-2,2019,1,2,Cleveland,Tennessee,x,-5.5,-3.16,,-2.34,12,no,0
2019-1-3,2019,1,3,Baltimore,Miami,,-6.5,-2.92,,-3.58,14,yes,14
2019-1-4,2019,1,4,Minnesota,Atlanta,x,-4,-2.88,,-1.12,1,yes,1
2019-1-5,2019,1,5,Buffalo,N.Y. Jets,x,3,-3.52,,6.52,4,yes,4
2019-1-6,2019,1,6,Philadelphia,Washington,x,-10,-8.96,,-1.04,16,yes,16
2019-1-7,2019,1,7,L.A. Rams,Carolina,,-2,-0.32,,-1.68,13,yes,13
2019-1-8,2019,1,8,Kansas City,Jacksonville,,-3.5,-2.08,,-1.42,5,yes,5
2019-1-9,2019,1,9,L.A. Chargers,Indianapolis,x,-6.5,-6.64,,0.14,7,yes,7
2019-1-10,2019,1,10,Seattle,Cincinnati,x,-9.5,-7.84,,-1.66,15,yes,15
2019-1-11,2019,1,11,Dallas,N.Y. Giants,x,-7,-7.52,,0.52,9,yes,9
2019-1-12,2019,1,12,Arizona,Detroit,x,2.5,0.16,,2.34,2,tie,0
2019-1-13,2019,1,13,Tampa Bay,San Francisco,x,-1,-1.24,,0.24,8,no,0
2019-1-14,2019,1,14,New England,Pittsburgh,x,-6,-5.44,,-0.56,10,yes,10
2019-1-15,2019,1,15,New Orleans,Houston,x,-7,-5.44,,-1.56,11,yes,11
2019-1-16,2019,1,16,Denver,Oakland,,1.5,0.64,,0.86,3,no,0
2019-2-1,2019,2,1,Carolina,Tampa Bay,x,-6.5,-3.76,,3.76,9,no,0
2019-2-2,2019,2,2,Cincinnati,San Francisco,x,-1,3.56,,-4.56,6,no,0
2019-2-3,2019,2,3,L.A. Chargers,Detroit,,-1,-1,,0,11,no,0
2019-2-4,2019,2,4,Minnesota,Green Bay,,3,3.56,,-0.56,3,no,0
2019-2-5,2019,2,5,Indianapolis,Tennessee,,3,4.08,,-1.08,1,yes,1
2019-2-6,2019,2,6,New England,Miami,,-18,-11.76,,-6.24,16,yes,16
2019-2-7,2019,2,7,Buffalo,N.Y. Giants,,-1,-2.4,,1.4,5,yes,5
2019-2-8,2019,2,8,Seattle,Pittsburgh,,4,0.64,,3.36,4,yes,4
2019-2-9,2019,2,9,Dallas,Washington,,-6,-4.92,,-1.08,12,yes,12
2019-2-10,2019,2,10,Baltimore,Arizona,x,-13,-10.88,,-2.12,15,yes,15
2019-2-11,2019,2,11,Houston,Jacksonville,x,-7,-4.76,,-2.24,14,yes,14
2019-2-12,2019,2,12,Kansas City,Oakland,,-7,-7.52,,0.52,13,yes,13
2019-2-13,2019,2,13,Chicago,Denver,,-2.5,-1.4,,-1.1,8,yes,8
2019-2-14,2019,2,14,L.A. Rams,New Orleans,x,-1.5,-4.6,,3.1,7,yes,7
2019-2-15,2019,2,15,Philadelphia,Atlanta,,-1,-1.12,,0.12,10,no,0
2019-2-16,2019,2,16,Cleveland,N.Y. Jets,,-6.5,1.8,,-8.3,2,yes,2
2019-3-1,2019,3,1,Tennessee,Jacksonville,,-1.5,0.08,,-1.58,1,no,0
2019-3-2,2019,3,2,Buffalo,Cincinnati,x,-6,-7.48,,1.48,4,yes,4
2019-3-3,2019,3,3,Dallas,Miami,x,-21,-13.88,,-7.12,15,yes,15
2019-3-4,2019,3,4,Green Bay,Denver,x,-8,-7.64,,-0.36,14,yes,14
2019-3-5,2019,3,5,Indianapolis,Atlanta,x,-2,-1.4,,-0.6,2,yes,2
2019-3-6,2019,3,6,Kansas City,Baltimore,x,-6.5,-5.84,,-0.66,10,yes,10
2019-3-7,2019,3,7,Minnesota,Oakland,x,-8,-7.32,,-0.68,12,yes,12
2019-3-8,2019,3,8,New England,N.Y. Jets,x,-22,-13,,-9,16,yes,16
2019-3-9,2019,3,9,Philadelphia,Denver,x,-7,-8.24,,1.24,11,no,0
2019-3-10,2019,3,10,Arizona,Carolina,x,2.5,0.48,,2.02,6,no,0
2019-3-11,2019,3,11,Tampa Bay,N.Y. Giants,x,-6.5,-5.68,,-0.82,7,no,0
2019-3-12,2019,3,12,L.A. Chargers,Houston,x,-3,-4.8,,1.8,3,no,0
2019-3-13,2019,3,13,San Francisco,Pittsburgh,x,-6.5,-3.64,,-2.86,5,yes,5
2019-3-14,2019,3,14,Seattle,New Orleans,x,-4.5,-2.2,,-2.3,8,no,0
2019-3-15,2019,3,15,L.A. Rams,Cleveland,,-3,-2.8,,-0.2,13,yes,13
2019-3-16,2019,3,16,Chicago,Washington,,-4,-2.16,,-1.84,9,yes,9
2019-4-1,2019,4,1,Philadelphia,Green Bay,,-4,-3.32,5.10%,-0.68,2,yes,2
2019-4-2,2019,4,2,Atlanta,Tennessee,x,-4,-3.88,-9.10%,-0.12,4,no,0
2019-4-3,2019,4,3,New England,Buffalo,,-7,-4.04,40.60%,-2.96,14,yes,14
2019-4-4,2019,4,4,Kansas City,Detroit,,-6.5,-4.76,18.70%,-1.74,12,yes,12
2019-4-5,2019,4,5,Indianapolis,Oakland,x,-7,-7.04,10.40%,0.04,10,no,0
2019-4-6,2019,4,6,L.A. Chargers,Miami,,-16,-9.08,59.70%,-6.92,15,yes,15
2019-4-7,2019,4,7,N.Y. Giants,Washington,x,-3,-2.08,-6.50%,-0.92,5,yes,5
2019-4-8,2019,4,8,Baltimore,Cleveland,x,-7,-7,16.50%,0,8,no,0
2019-4-9,2019,4,9,Houston,Carolina,x,-4.5,-5.16,5.50%,0.66,9,no,0
2019-4-10,2019,4,10,L.A. Rams,Tampa Bay,x,-9.5,-11.24,26.60%,1.74,13,no,0
2019-4-11,2019,4,11,Seattle,Arizona,,-5,-6,29.60%,1,7,yes,7
2019-4-12,2019,4,12,Minnesota,Chicago,,-2,-2.92,-0.10%,0.92,6,no,0
2019-4-13,2019,4,13,Denver,Jacksonville,x,-3,0.76,-8.50%,-3.76,1,no,0
2019-4-14,2019,4,14,Dallas,New Orleans,,-2.5,2.52,12.30%,-5.02,11,no,0
2019-4-15,2019,4,15,Pittsburgh,Cincinnati,x,-4,-2.64,8.50%,-1.36,3,yes,3
2019-5-1,2019,5,1,L.A. Rams,Seattle,,1.5,1.44,3.00%,0.06,7,no,0
2019-5-2,2019,5,2,Arizona,Cincinnati,,3,3.12,11.90%,-0.12,1,yes,1
2019-5-3,2019,5,3,Buffalo,Tennessee,,3,4,-10.30%,-1,2,yes,2
2019-5-4,2019,5,4,Chicago,Oakland,,-5.5,-2.72,17.20%,-2.78,12,no,0
2019-5-5,2019,5,5,New Orleans,Tampa Bay,x,-3,-8.08,13.00%,5.08,8,yes,8
2019-5-6,2019,5,6,N.Y. Giants,Minnesota,x,5,2.36,-16.30%,2.64,5,no,0
2019-5-7,2019,5,7,Philadelphia,N.Y. Jets,x,-13,-8.84,19.70%,-4.16,14,yes,14
2019-5-8,2019,5,8,Baltimore,Pittsburgh,,-3,-1.96,14.20%,-1.04,9,yes,9
2019-5-9,2019,5,9,New England,Washington,,-15,-10.84,53.00%,-4.16,15,yes,15
2019-5-10,2019,5,10,Jacksonville,Carolina,,3.5,3.28,-10.10%,0.22,3,no,0
2019-5-11,2019,5,11,Houston,Atlanta,x,-5,-4.04,7.40%,-0.96,10,yes,10
2019-5-12,2019,5,12,L.A. Chargers,Denver,x,-6.5,-8.92,21.60%,2.42,13,no,0
2019-5-13,2019,5,13,Dallas,Green Bay,x,-3.5,-3.88,13.00%,0.38,6,no,0
2019-5-14,2019,5,14,Kansas City,Indianapolis,x,-11,-11,31.50%,0,11,no,0
2019-5-15,2019,5,15,Cleveland,San Francisco,,3.5,3.8,-11.10%,-0.3,4,no,0
2019-6-1,2019,6,1,New England,N.Y. Giants,x,-17,-15.44,53.70%,-1.56,14,yes,14
2019-6-2,2019,6,2,Carolina,Tampa Bay,,-2.5,-0.84,7.30%,-1.66,7,yes,7
2019-6-3,2019,6,3,Seattle,Cleveland,,-1.5,-1.48,18.70%,-0.02,11,yes,11
2019-6-4,2019,6,4,Kansas City,Houston,x,-4.5,-6.24,11.40%,1.74,8,no,0
2019-6-5,2019,6,5,Washington,Miami,,-3.5,-1.32,32.00%,-2.18,3,yes,3
2019-6-6,2019,6,6,Minnesota,Philadelphia,x,-3,-1.56,-7.40%,-1.44,6,yes,6
2019-6-7,2019,6,7,New Orleans,Jacksonville,,1,-3.04,16.20%,4.04,5,yes,5
2019-6-8,2019,6,8,Baltimore,Cincinnati,x,-11,-10.96,37.40%,-0.04,13,yes,13
2019-6-9,2019,6,9,San Francisco,L.A. Rams,,3,3.44,17.90%,-0.44,1,yes,1
2019-6-10,2019,6,10,Arizona,Atlanta,x,2.5,1.8,-8.50%,0.7,2,yes,2
2019-6-11,2019,6,11,Denver,Tennessee,x,-2.5,-0.2,-6.70%,-2.3,4,yes,4
2019-6-12,2019,6,12,Dallas,N.Y. Jets,,-7,-2.04,33.40%,-4.96,12,no,0
2019-6-13,2019,6,13,L.A. Chargers,Pittsburgh,x,-7,-6.76,5.80%,-0.24,10,no,0
2019-6-14,2019,6,14,Green Bay,Detroit,x,-4.5,-5.92,3.70%,1.42,9,yes,9
2019-7-1,2019,7,1,Kansas City,Denver,,-3,-3.52,25.20%,0.52,10,yes,10
2019-7-2,2019,7,2,L.A. Rams,Atlanta,,-3,-0.76,19.10%,-2.24,11,yes,11
2019-7-3,2019,7,3,Buffalo,Miami,x,-17,-14.16,53.50%,-2.84,12,yes,12
2019-7-4,2019,7,4,Jacksonville,Cincinnati,,-3.5,-4.04,23.80%,0.54,7,yes,7
2019-7-5,2019,7,5,Minnesota,Detroit,,-1,-1.6,10.30%,0.6,4,yes,4
2019-7-6,2019,7,6,Green Bay,Oakland,x,-6,-7.6,15.40%,1.6,9,yes,9
2019-7-7,2019,7,7,Houston,Indianapolis,,1,-0.44,14.70%,1.44,6,no,0
2019-7-8,2019,7,8,Arizona,N.Y. Giants,,3,2.4,0.50%,0.6,2,yes,2
2019-7-9,2019,7,9,San Francisco,Washington,,-10,-7.68,48.70%,-2.32,13,yes,13
2019-7-10,2019,7,10,Tennessee,L.A. Chargers,x,-2,-1.28,-13.40%,-0.72,1,yes,1
2019-7-11,2019,7,11,New Orleans,Chicago,,3,-0.88,7.50%,3.88,3,yes,3
2019-7-12,2019,7,12,Seattle,Baltimore,x,-3.5,-4.2,2.40%,0.7,8,no,0
2019-7-13,2019,7,13,Philadelphia,Dallas,,3,1.72,-1.70%,1.28,5,no,0
2019-7-14,2019,7,14,New England,N.Y. Jets,,-9.5,-7.4,57.40%,-2.1,14,yes,14
2019-8-1,2019,8,1,Minnesota,Washington,x,-16,-14.4,41.10%,-1.6,15,yes,15
2019-8-2,2019,8,2,Seattle,Atlanta,,-3.5,-2.84,27.20%,-0.66,11,yes,11
2019-8-3,2019,8,3,Philadelphia,Buffalo,,1.5,2.72,11.40%,-1.22,2,yes,2
2019-8-4,2019,8,4,Chicago,L.A. Chargers,x,-4,-5,1.70%,1,3,no,0
2019-8-5,2019,8,5,Detroit,N.Y. Giants,x,-7,-8.24,27.00%,1.24,8,yes,8
2019-8-6,2019,8,6,Tampa Bay,Tennessee,,2.5,4.92,5.90%,-2.42,4,no,0
2019-8-7,2019,8,7,Indianapolis,Denver,x,-6,-7.56,5.80%,1.56,10,yes,10
2019-8-8,2019,8,8,L.A. Rams,Cincinnati,x,-13,-13.96,42.20%,0.96,14,yes,14
2019-8-9,2019,8,9,New Orleans,Arizona,x,-10,-14.04,34.10%,4.04,13,yes,13
2019-8-10,2019,8,10,Jacksonville,N.Y. Jets,x,-6,-6.12,26.30%,0.12,6,yes,6
2019-8-11,2019,8,11,San Francisco,Carolina,x,-5.5,-3.8,15.70%,-1.7,7,yes,7
2019-8-12,2019,8,12,New England,Cleveland,x,-13,-12.72,54.30%,-0.28,12,yes,12
2019-8-13,2019,8,13,Houston,Oakland,x,-6.5,-7.2,10.80%,0.7,1,yes,1
2019-8-14,2019,8,14,Green Bay,Kansas City,,-4,3.12,3.00%,-7.12,5,yes,5
2019-8-15,2019,8,15,Pittsburgh,Miami,x,-14,-8,57.50%,-6,9,yes,9
2019-9-1,2019,9,1,San Francisco,Arizona,,-10,-8.12,53.30%,-1.88,14,yes,14
2019-9-2,2019,9,2,Houston,Jacksonville,,-1.5,0.52,-1.90%,-2.02,8,yes,8
2019-9-3,2019,9,3,Buffalo,Washington,x,-9.5,-9.36,13.50%,-0.14,10,yes,10
2019-9-4,2019,9,4,Minnesota,Kansas City,,2,1.92,-4.80%,0.08,6,no,0
2019-9-5,2019,9,5,Miami,N.Y. Jets,x,3,0.68,-30.80%,2.32,1,yes,1
2019-9-6,2019,9,6,Philadelphia,Chicago,x,-5,-4.2,8.70%,-0.8,9,yes,9
2019-9-7,2019,9,7,Indianapolis,Pittsburgh,,-1,-0.6,3.30%,-0.4,5,no,0
2019-9-8,2019,9,8,Carolina,Tennessee,x,-3.5,-5.92,11.50%,2.42,7,yes,7
2019-9-9,2019,9,9,Oakland,Detroit,x,-2,-1.08,-5.30%,-0.92,4,yes,4
2019-9-10,2019,9,10,Seattle,Tampa Bay,x,-5,-8.08,16.50%,3.08,13,yes,13
2019-9-11,2019,9,11,Denver,Cleveland,x,3.5,-1.08,-1.10%,4.58,2,yes,2
2019-9-12,2019,9,12,Green Bay,L.A. Chargers,,-3.5,-3.32,24.40%,-0.18,12,no,0
2019-9-13,2019,9,13,New England,Baltimore,,-3,-2.52,25.80%,-0.48,3,no,0
2019-9-14,2019,9,14,Dallas,N.Y. Giants,,-7,-6.48,40.00%,-0.52,11,yes,11
2019-10-1,2019,10,1,Oakland,L.A. Chargers,x,1,-0.56,3.20%,1.56,2,yes,2
2019-10-2,2019,10,2,Detroit,Chicago,,2.5,3.8,5.90%,-1.3,6,no,0
2019-10-3,2019,10,3,Baltimore,Cincinnati,,-10,-13.4,57.60%,3.4,11,yes,11
2019-10-4,2019,10,4,Buffalo,Cleveland,,3,0.32,-1.00%,2.68,3,no,0
2019-10-5,2019,10,5,Kansas City,Tennessee,,-6,-3.64,39.70%,-2.36,10,no,0
2019-10-6,2019,10,6,New Orleans,Atlanta,x,-13,-14.2,43.80%,1.2,13,no,0
2019-10-7,2019,10,7,N.Y. Giants,N.Y. Jets,,-2.5,4.08,22.70%,-6.58,5,no,0
2019-10-8,2019,10,8,Tampa Bay,Arizona,x,-4.5,-4.24,14.70%,-0.26,4,yes,4
2019-10-9,2019,10,9,Indianapolis,Miami,x,-10,-10.76,65.10%,0.76,12,no,0
2019-10-10,2019,10,10,Green Bay,Carolina,x,-5,-2.08,11.90%,-2.92,8,yes,8
2019-10-11,2019,10,11,L.A. Rams,Pittsburgh,,-3.5,-1.36,13.70%,-2.14,7,no,0
2019-10-12,2019,10,12,Minnesota,Dallas,,3,1.44,-4.40%,1.56,1,yes,1
2019-10-13,2019,10,13,San Francisco,Seattle,x,-6,-5.52,25.40%,-0.48,9,no,0
2019-11-1,2019,11,1,Cleveland,Pittsburgh,,3,0.32,11.00%,2.68,4,yes,4
2019-11-2,2019,11,2,Dallas,Detroit,,-4.5,-1.64,26.50%,-2.86,5,yes,5
2019-11-3,2019,11,3,Indianapolis,Jacksonville,x,-3,-3.08,-0.60%,0.08,3,yes,3
2019-11-4,2019,11,4,Buffalo,Miami,,-6,-2.76,38.60%,-3.24,7,yes,7
2019-11-5,2019,11,5,Minnesota,Denver,x,-10,-10.12,26.90%,0.12,13,yes,13
2019-11-6,2019,11,6,New Orleans,Tampa Bay,,-5.5,-5.2,24.90%,-0.3,10,yes,10
2019-11-7,2019,11,7,Washington,N.Y. Jets,x,-1.5,0.96,-0.20%,-2.46,1,no,0
2019-11-8,2019,11,8,Carolina,Atlanta,x,-5.5,-8.08,19.20%,2.58,11,no,0
2019-11-9,2019,11,9,Baltimore,Houston,x,-4,-4.72,14.50%,0.72,8,yes,8
2019-11-10,2019,11,10,San Francisco,Arizona,x,-11,-12.28,43.30%,1.28,14,yes,14
2019-11-11,2019,11,11,Oakland,Cincinnati,x,-10,-12.52,48.60%,2.52,12,yes,12
2019-11-12,2019,11,12,New England,Philadelphia,,-3.5,-1.72,26.60%,-1.78,2,yes,2
2019-11-13,2019,11,13,L.A. Rams,Chicago,x,-6.5,-4.72,3.10%,-1.78,9,yes,9
2019-11-14,2019,11,14,Kansas City,L.A. Chargers,,-3.5,-2.6,27.60%,-0.9,6,yes,6
2019-12-1,2019,12,1,Houston,Indianapolis,x,-2.5,-6.6,,4.1,7,yes,7
2019-12-2,2019,12,2,Atlanta,Tampa Bay,x,,-4.68,,4.68,3,no,0
2019-12-3,2019,12,3,Denver,Buffalo,,,3.48,,-3.48,2,no,0
2019-12-4,2019,12,4,Chicago,N.Y. Giants,x,,-9.44,,9.44,4,yes,4
2019-12-5,2019,12,5,Pittsburgh,Cincinnati,,,,,0,12,yes,12
2019-12-6,2019,12,6,Cleveland,Miami,x,,-3.48,,3.48,11,yes,11
